Site,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2,X2
Time UTC UTC+00:00,Processor Power,RTC Power,Primary Power,Secondary Power,Sensor Power,Total System Current,Sensor Current,Internal Pressure,Internal Temp,Internal Humidity,Cell Signal Strength,Cell Status,EXO Temp,EXO Sp Cond,EXO pH,EXO ODO Sat,EXO ODO,EXO Wiper Pos,EXO Cable Pwr,CTD2 Temp,CTD2 Level,CTD2 Sp Cond,CTD2 Salinity,C3 Rhodamine,C3 Fluorescein,C3 PTSA,C3 Temp
,V,V,V,V,V,mA,mA,mBar,C,%,dB,,C,uS/cm,,%,mg/L,V,V,C,mm,uS/cm,PPT,ppb,ppb,ppb,C
08-02-2023 1:30:00,3.4,3,12,0.1,12,260.6,233.8,,22.63,34.5,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,209.5,270,0.13,0.02,0.1,0,13.02
08-02-2023 1:45:00,3.4,3,12,0.1,12,266.3,234.9,,22.62,34.5,0,0,13.2,263,7.68,68.6,7.19,1.25,11.2,13.27,210.5,270,0.13,0.04,0.58,0,13.01
08-02-2023 2:00:00,3.4,3,12,0.1,12,264.7,234.3,,22.59,34.5,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,209.4,270,0.13,0.1,0,0,13.01
08-02-2023 2:15:00,3.4,3,12,0.1,12,265.5,235.3,,22.55,34.4,0,0,13.21,263,7.68,68.7,7.2,1.24,11.2,13.27,208.2,270,0.13,0.14,0,0,13.01
08-02-2023 2:30:00,3.4,3,12,0.1,12,262.6,233.5,,22.55,34.4,0,0,13.21,263,7.68,68.7,7.2,1.24,11.2,13.27,210.8,270,0.13,0.35,0.09,0,13.02
08-02-2023 2:45:00,3.4,3,12.1,0.1,12,266.4,236.6,,22.53,34.4,0,0,13.21,263,7.68,68.7,7.19,1.25,11.2,13.27,208.3,270,0.13,0.13,0.15,0,13.01
08-02-2023 3:00:00,3.4,3,12,0.1,12,262.7,234.7,,22.48,34.4,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,209.8,270,0.13,0.36,0.25,0,13.01
08-02-2023 3:15:00,3.4,3,12,0.1,12,262.9,233.2,,22.47,34.4,0,0,13.21,263,7.68,68.6,7.19,1.25,11.2,13.27,207.6,270,0.13,0.72,0,0,13.02
08-02-2023 3:30:00,3.4,3,12,0.1,12,265.8,234.3,,22.41,34.4,0,0,13.2,263,7.68,68.6,7.19,1.24,11.2,13.27,210.5,270,0.13,0.07,0,0,13.01
08-02-2023 3:45:00,3.4,3,12,0.1,12,265.6,234.8,,22.39,34.4,0,0,13.2,263,7.68,68.6,7.2,1.25,11.2,13.27,210.5,270,0.13,0.1,0,0,13.01
08-02-2023 4:00:00,3.4,3,12,0.1,12,266.6,234.7,,22.39,34.4,0,0,13.21,263,7.68,68.7,7.2,1.26,11.2,13.27,209.8,270,0.13,0.06,0.01,0,13.01
08-02-2023 4:15:00,3.4,3,12,0.1,12,265.7,233.5,,22.38,34.4,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,211.3,270,0.13,0.2,0.05,0,13.01
08-02-2023 4:30:00,3.4,3,12,0.1,12,266.8,236.3,,22.33,34.4,0,0,13.21,262,7.68,68.6,7.19,1.24,11.2,13.27,208.1,270,0.13,0.34,0,0,13.02
08-02-2023 4:45:00,3.4,3,12.1,0,12,265.6,233.7,,22.28,34.4,0,0,13.2,262,7.68,68.7,7.2,1.25,11.2,13.27,211.8,270,0.13,0.19,0,0,13.02
08-02-2023 5:00:00,3.4,3,12,0.1,12,263.8,234.3,,22.23,34.4,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,211.4,270,0.13,1.55,0.09,0,13.01
08-02-2023 5:15:00,3.4,3,12.1,0.1,12,265.1,233.6,,22.17,34.4,0,0,13.21,263,7.68,68.7,7.2,1.24,11.2,13.27,209.5,270,0.13,2.55,0.31,0,13.01
08-02-2023 5:30:00,3.4,3,12,0.1,12,262.7,232.9,,22.13,34.3,0,0,13.21,263,7.68,68.7,7.2,1.24,11.2,13.27,211.4,270,0.13,0.1,0.19,0,13.01
08-02-2023 5:45:00,3.4,3,12,0.1,12,265.4,235.5,,22.14,34.3,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,210.3,270,0.13,0.04,0.25,0,13.01
08-02-2023 6:00:00,3.4,3,12.1,0.1,12,265,232.5,,22.15,34.3,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,212.6,270,0.13,0.02,0.44,0,13.01
08-02-2023 6:15:00,3.4,3,12.1,0.1,12,265.5,231.9,,22.13,34.3,0,0,13.2,262,7.68,68.6,7.19,1.25,11.2,13.27,211.6,270,0.13,0.01,0.53,0,13.01
08-02-2023 6:30:00,3.4,3,12,0.1,12,266.4,234.3,,22.1,34.3,0,0,13.2,262,7.68,68.7,7.2,1.24,11.2,13.27,209.4,270,0.13,0.02,0.4,0,13.02
08-02-2023 6:45:00,3.4,3,12,0.1,12,265.8,233.3,,22.06,34.3,0,0,13.21,262,7.68,68.7,7.2,1.24,11.2,13.27,211.2,270,0.13,0.37,0.31,0,13.02
08-02-2023 7:00:00,3.4,3,12,0.1,12,262.9,232.8,,22.02,34.3,0,0,13.21,262,7.68,68.7,7.2,1.24,11.2,13.27,209.9,270,0.13,0.16,0,0,13.01
08-02-2023 7:15:00,3.4,3,12,0.1,12,264.1,235,,22.02,34.2,0,0,13.21,263,7.68,68.7,7.2,1.25,11.2,13.27,209,270,0.13,0.01,0,0,13.01
